Order_ID,Fecha,Categoria,Producto,Codigo_Producto,Canal,Region,Precio_Unitario,Costo_Unitario,Descuento,Cantidad,Ventas,Cliente_ID
ORD-59971,26/05/2022,Oficina,Carpetas,PROD-918,Distribuidor,Norte,26.91,48.93,0.15,5,134.56,CLI-2373
ORD-37958,24/02/2023,Muebles,Archivador Metálico,PROD-857,Tienda Física,Sur,433.32,199.83,0.2,3,1299.95,CLI-4821
ORD-81604,2024-10-04,Tecnología,Webcam HD,PROD-460,Mayorista,Sur,227.82,507.49,0.1,2,455.63,CLI-2148
ORD-60510,2023-11-10,Muebles,Escritorio Ejecutivo,PROD-862,Distribuidor,Este,132.1,423.98,0.1,3,396.31,CLI-8306
ORD-11215,2024-02-24,Muebles,Mesa Reuniones,PROD-748,Online,Oeste,252.86,565.84,0.2,5,1264.29,
ORD-73654,2023-11-10,Tecnología,Webcam HD,PROD-294,Distribuidor,Oeste,167.32,597.69,0.15,4,669.28,CLI-2956
ORD-93706,04-21-2024,Tecnología,Mouse Logitech,PROD-324,Mayorista,Norte,$627.93,672.74,,3,1883.79,CLI-8947
ORD-59439,04/07/2024,Muebles,Estantería,PROD-733,Distribuidor,Norte,$683.79,720.51,0.0,4,2735.15,CLI-9064
ORD-40380,12/07/2024,Tecnología,Laptop Dell,PROD-545,Online,Sur,654.76,971.88,0.0,5,3273.8,CLI-6308
ORD-73930,2023-02-26,Oficina,Bolígrafos,PROD-550,Online,Sur,17.47,50.07,0.2,3,52.41,CLI-6202
ORD-54835,26/04/2024,Muebles,Silla Ergonómica,PROD-569,Distribuidor,Centro,211.07,230.55,0.1,1,211.07,CLI-1094
ORD-16584,2023-02-21,Muebles,Estantería,PROD-813,Online,Oeste,307.89,586.82,0.1,5,1539.46,CLI-7840
ORD-12304,2022-12-23,Oficina,Grapadora,PROD-207,Tienda Física,Norte,$28.94,61.88,0.15,3,86.83,CLI-9673
ORD-78511,2023-08-18,Oficina,Bolígrafos,PROD-327,Mayorista,Este,70.05,53.66,0.2,3,210.15,CLI-4287
ORD-48390,20/07/2022,Oficina,Carpetas,PROD-210,Distribuidor,Este,27.28,32.95,0.1,3,81.85,CLI-7365
ORD-78330,25/02/2023,Muebles,Silla Ergonómica,PROD-958,Online,Sur,763.22,634.33,0.2,3,2289.65,CLI-1142
ORD-57226,2024-05-19,Oficina,Bolígrafos,PROD-781,Mayorista,Este,31.83,39.33,0.0,1,31.83,CLI-2657
ORD-90647,2023-07-11,Muebles,Mesa Reuniones,PROD-416,Mayorista,Centro,437.06,480.8,0.1,1,437.06,CLI-7326
ORD-67987,09-27-2024,Tecnología,Laptop Dell,PROD-834,Distribuidor,Sur,185.48,235.42,0.1,2,370.97,CLI-7803
ORD-93048,2022-12-29,Oficina,Bolígrafos,PROD-541,Mayorista,Oeste,2.03,11.52,0.1,5,10.14,CLI-2867
ORD-30828,2024-05-28,Muebles,Mesa Reuniones,PROD-172,Distribuidor,Oeste,309.32,842.95,0.0,2,618.64,CLI-7038
ORD-43411,14/12/2022,Oficina,Papel A4,PROD-766,Tienda Física,Este,$24.10,39.01,,2,48.2,CLI-4994
ORD-36011,2023-03-01,Muebles,Estantería,PROD-770,Mayorista,Sur,$155.88,349.28,0.2,4,623.51,CLI-5204
ORD-30277,08-29-2023,Muebles,Estantería,PROD-287,Online,Sur,$212.25,645.23,0.05,5,1061.27,CLI-9641
ORD-57596,12-04-2023,Oficina,Carpetas,PROD-318,Tienda Física,Centro,$5.58,21.74,0.05,2,11.15,CLI-7533
ORD-26048,25/03/2024,Tecnología,Monitor LG,PROD-300,Mayorista,Oeste,378.19,967.67,0.05,2,756.38,CLI-9866
ORD-54570,2022-06-29,Tecnología,Webcam HD,PROD-181,Online,Norte,$129.64,358.54,0.0,5,648.21,CLI-1640
ORD-17711,21/02/2023,Oficina,Bolígrafos,PROD-245,Distribuidor,Oeste,43.9,85.12,0.0,4,175.61,CLI-8722
ORD-12852,2023-06-27,Oficina,Calculadora,PROD-967,Tienda Física,Este,54.1,82.78,0.1,4,216.4,CLI-7116
ORD-88186,03-28-2023,Oficina,Bolígrafos,PROD-761,Tienda Física,Centro,19.78,50.33,0.15,4,79.14,CLI-4225
ORD-20730,20/12/2022,Oficina,Grapadora,PROD-777,Online,Centro,16.46,28.36,0.0,4,65.84,CLI-8475
ORD-85216,2022-02-01,Oficina,Carpetas,PROD-239,Tienda Física,Este,$20.14,48.42,0.2,3,60.42,CLI-3854
ORD-34701,13/12/2022,Tecnología,Mouse Logitech,PROD-968,Distribuidor,Oeste,187.73,835.6,0.0,1,187.73,CLI-3865
ORD-29110,2023-04-17,Tecnología,Teclado Mecánico,PROD-611,Tienda Física,Centro,777.71,1022.07,0.0,3,2333.12,CLI-9268
ORD-85134,21/11/2023,Muebles,Silla Ergonómica,PROD-434,Mayorista,Oeste,$177.50,634.05,0.1,2,355.01,CLI-3854
ORD-54796,07/04/2023,Tecnología,Webcam HD,PROD-781,Online,Sur,448.99,808.38,0.1,1,448.99,CLI-9103
ORD-61728,2022-09-05,Tecnología,Mouse Logitech,PROD-951,Distribuidor,Este,$39.77,114.7,0.2,5,198.86,CLI-3754
ORD-58886,2022-01-18,Muebles,Silla Ergonómica,PROD-906,Online,Oeste,97.81,440.25,0.2,1,97.81,CLI-9632
ORD-96743,2022-01-13,Tecnología,Mouse Logitech,PROD-365,Online,Norte,$193.64,465.96,0.05,1,193.64,CLI-3854
ORD-58596,2024-08-18,Muebles,Escritorio Ejecutivo,PROD-158,Online,Este,339.68,684.15,0.1,5,1698.4,CLI-9673
ORD-85276,2023-09-28,Oficina,Grapadora,PROD-701,Mayorista,Centro,6.05,15.45,0.0,5,30.24,CLI-7533
ORD-57701,2024-03-06,Tecnología,Teclado Mecánico,PROD-415,Tienda Física,Sur,370.6,768.6,0.15,5,1853.02,CLI-7056
ORD-26023,2024-12-02,Tecnología,Webcam HD,PROD-711,Mayorista,Centro,131.1,351.78,0.05,1,131.1,CLI-7697
ORD-19370,2024-08-06,Muebles,Silla Ergonómica,PROD-377,Tienda Física,Sur,285.38,682.83,,5,1426.88,CLI-3580
ORD-13930,08-14-2024,Muebles,Mesa Reuniones,PROD-916,Tienda Física,Este,$147.21,396.73,0.15,2,294.41,CLI-2443
ORD-93003,2022-11-22,Muebles,Silla Ergonómica,PROD-659,Mayorista,Centro,$86.21,528.27,0.1,5,431.03,CLI-8496
ORD-91820,25/07/2023,Oficina,Carpetas,PROD-959,Mayorista,Este,40.68,69.38,0.15,1,40.68,CLI-8531
ORD-95273,2022-12-05,Muebles,Archivador Metálico,PROD-382,Mayorista,Este,$136.94,377.61,0.1,2,273.88,CLI-3620
ORD-23727,2022-01-05,Oficina,Calculadora,PROD-991,Mayorista,Oeste,$18.32,54.24,0.0,1,18.32,CLI-3823
ORD-39863,2023-04-09,Muebles,Escritorio Ejecutivo,PROD-198,Tienda Física,Centro,161.25,357.48,0.0,3,483.76,CLI-4172
ORD-27826,09-25-2022,Oficina,Carpetas,PROD-678,Mayorista,Este,18.03,28.53,0.2,1,18.03,CLI-4489
ORD-20485,2022-11-26,Tecnología,Laptop Dell,PROD-972,Online,Este,$189.25,314.68,0.1,3,567.74,CLI-9606
ORD-69769,15/03/2023,Muebles,Archivador Metálico,PROD-272,Online,Este,187.7,495.42,0.1,4,750.78,CLI-9372
ORD-19863,01-06-2023,Oficina,Calculadora,PROD-703,Distribuidor,Centro,50.08,91.59,0.0,3,150.23,CLI-1133
ORD-57378,2022-02-22,Oficina,Grapadora,PROD-743,Tienda Física,Este,14.81,32.59,0.1,2,29.62,CLI-5298
ORD-11973,2022-01-10,Oficina,Bolígrafos,PROD-694,Online,Norte,48.68,84.01,0.1,3,146.04,CLI-9197
ORD-74255,2024-04-27,Muebles,Mesa Reuniones,PROD-156,Mayorista,Centro,226.63,400.53,0.15,1,226.63,CLI-8449
ORD-79267,09-24-2023,Muebles,Silla Ergonómica,PROD-479,Distribuidor,Norte,134.02,252.5,0.15,5,670.11,CLI-1101
ORD-40548,2022-06-03,Muebles,Estantería,PROD-181,Mayorista,Oeste,564.5,498.78,0.2,4,2257.99,CLI-2940
ORD-70547,2023-05-17,Tecnología,Laptop Dell,PROD-535,Distribuidor,Centro,897.59,843.11,0.05,1,897.59,CLI-4122
ORD-70692,19/12/2023,Muebles,Silla Ergonómica,PROD-460,Mayorista,Sur,$170.08,199.18,0.0,1,170.08,CLI-3254
ORD-88464,2023-02-19,Muebles,Estantería,PROD-558,Distribuidor,Sur,344.14,492.98,0.15,5,1720.69,CLI-3710
ORD-66317,18/12/2023,Muebles,Escritorio Ejecutivo,PROD-431,Mayorista,Norte,482.75,429.23,,2,965.5,CLI-6850
ORD-92680,04-18-2022,Oficina,Papel A4,PROD-722,Online,Sur,56.94,51.86,0.05,2,113.88,CLI-6019
ORD-48587,2022-07-04,Muebles,Archivador Metálico,PROD-485,Distribuidor,Norte,$773.96,486.52,0.2,5,3869.82,CLI-5485
ORD-23655,13/10/2023,Oficina,Carpetas,PROD-179,Mayorista,Centro,19.63,22.31,0.0,3,58.9,CLI-6662
ORD-87981,17/04/2024,Tecnología,Laptop Dell,PROD-544,Online,Sur,425.38,703.77,0.0,3,1276.15,CLI-3131
ORD-90054,2023-03-26,Oficina,Grapadora,PROD-565,Online,Este,31.65,63.23,0.05,3,94.96,CLI-1199
ORD-28590,2024-06-17,Tecnología,Laptop Dell,PROD-317,Tienda Física,Oeste,295.41,315.19,0.2,4,1181.65,CLI-6019
ORD-15919,05/04/2023,Oficina,Bolígrafos,PROD-722,Mayorista,Norte,$17.62,54.71,0.1,5,88.11,CLI-2526
ORD-77780,04/04/2024,Tecnología,Mouse Logitech,PROD-552,Online,Norte,126.76,201.51,0.2,1,126.76,CLI-3906
ORD-13194,2023-04-10,Tecnología,Mouse Logitech,PROD-716,Online,Norte,63.27,131.33,0.2,3,189.8,CLI-5520
ORD-42526,05/11/2024,Oficina,Bolígrafos,PROD-788,Distribuidor,Norte,$18.94,34.68,0.0,3,56.83,CLI-5954
ORD-37091,2024-03-05,Oficina,Grapadora,PROD-330,Online,Norte,26.01,47.15,0.05,1,26.01,CLI-1158
ORD-16408,2024-03-30,Oficina,Papel A4,PROD-867,Distribuidor,Centro,35.89,34.21,0.2,5,179.47,CLI-4882
ORD-42458,2022-07-18,Oficina,Grapadora,PROD-517,Online,Norte,$48.45,68.9,0.15,5,242.24,CLI-8497
ORD-10702,2022-09-10,Muebles,Escritorio Ejecutivo,PROD-275,Mayorista,Norte,215.16,509.19,0.1,5,1075.79,CLI-2135
ORD-85366,20/05/2024,Tecnología,Webcam HD,PROD-124,Tienda Física,Sur,880.63,742.79,0.2,3,2641.89,CLI-7803
ORD-95370,2024-12-08,Tecnología,Monitor LG,PROD-430,Online,Centro,$317.38,702.02,0.15,4,1269.54,CLI-2455
ORD-37263,2023-11-03,Tecnología,Laptop Dell,PROD-249,Online,Oeste,54.68,197.59,0.0,5,273.38,CLI-6218
ORD-99312,07/09/2024,Tecnología,Webcam HD,PROD-252,Mayorista,Centro,$649.82,710.42,0.0,4,2599.27,CLI-4216
ORD-30684,2024-06-27,Muebles,Archivador Metálico,PROD-170,Mayorista,Norte,173.74,179.07,0.2,3,521.23,CLI-7109
ORD-56008,15/12/2023,Oficina,Grapadora,PROD-725,Distribuidor,Oeste,75.18,75.54,0.05,1,75.18,CLI-6798
ORD-42021,2024-01-24,Tecnología,Laptop Dell,PROD-657,Mayorista,Oeste,90.04,279.34,0.2,1,90.04,CLI-4585
ORD-74227,12/08/2024,Muebles,Mesa Reuniones,PROD-375,Mayorista,Oeste,$268.75,315.84,0.1,5,1343.73,CLI-8625
ORD-79895,2023-07-05,Tecnología,Teclado Mecánico,PROD-244,Distribuidor,Este,150.29,159.24,0.2,5,751.46,CLI-6574
ORD-22482,03/03/2022,Muebles,Mesa Reuniones,PROD-933,Distribuidor,Norte,450.12,388.02,0.1,2,900.25,CLI-7056
ORD-63929,2024-07-02,Tecnología,Webcam HD,PROD-636,Mayorista,Este,$296.60,482.98,0.0,2,593.2,CLI-6277
ORD-91404,2022-07-22,Tecnología,Teclado Mecánico,PROD-630,Mayorista,Este,473.55,653.67,0.0,3,1420.65,CLI-9250
ORD-10320,2022-06-20,Oficina,Bolígrafos,PROD-522,Tienda Física,Norte,$18.34,15.18,0.1,5,91.7,CLI-3959
ORD-48572,29/01/2024,Oficina,Grapadora,PROD-518,Mayorista,Centro,$7.04,10.26,0.05,3,21.11,CLI-5174
ORD-32709,01-10-2024,Oficina,Calculadora,PROD-581,Distribuidor,Este,40.79,32.95,0.05,3,122.36,CLI-2424
ORD-45925,11/12/2023,Oficina,Calculadora,PROD-324,Distribuidor,Centro,$10.72,29.22,,2,21.45,CLI-9250
ORD-41861,2024-03-19,Muebles,Escritorio Ejecutivo,PROD-548,Distribuidor,Sur,316.38,511.29,0.05,5,1581.89,CLI-5017
ORD-30419,26/11/2024,Oficina,Grapadora,PROD-795,Distribuidor,Este,24.87,73.15,0.15,5,124.33,CLI-2673
ORD-18697,08-24-2023,Muebles,Archivador Metálico,PROD-905,Mayorista,Centro,138.66,194.74,0.1,2,277.33,CLI-4447
ORD-70036,02/08/2022,Oficina,Calculadora,PROD-837,Tienda Física,Oeste,37.11,81.87,0.0,1,37.11,CLI-4193
ORD-45996,2022-02-22,Tecnología,Teclado Mecánico,PROD-436,Mayorista,Sur,104.66,243.54,0.05,5,523.31,CLI-9632
ORD-14452,10-14-2022,Tecnología,Monitor LG,PROD-487,Distribuidor,Oeste,59.58,190.63,0.0,4,238.34,CLI-1258
ORD-92805,2022-11-10,Muebles,Estantería,PROD-903,Online,Este,112.36,443.13,0.2,5,561.79,CLI-7116
ORD-18791,2023-09-30,Muebles,Estantería,PROD-270,Distribuidor,Centro,$336.54,176.34,0.15,3,1009.61,CLI-8990
ORD-29360,2024-09-03,Muebles,Mesa Reuniones,PROD-201,Distribuidor,Este,92.3,180.68,0.2,5,461.49,CLI-7996
ORD-56758,2024-12-13,Muebles,Mesa Reuniones,PROD-585,Tienda Física,Norte,330.97,376.71,0.0,3,992.91,CLI-9197
ORD-64292,20/10/2024,Muebles,Mesa Reuniones,PROD-421,Mayorista,Sur,84.73,160.17,0.2,5,423.64,CLI-6871
ORD-94817,2022-08-12,Tecnología,Teclado Mecánico,PROD-713,Distribuidor,Norte,345.36,630.73,0.0,2,690.72,CLI-2815
ORD-24433,11/07/2023,Muebles,Escritorio Ejecutivo,PROD-315,Distribuidor,Centro,$460.91,538.95,0.05,4,1843.64,CLI-9679
ORD-13850,2023-11-18,Oficina,Papel A4,PROD-958,Online,Centro,11.55,43.05,0.05,3,34.64,CLI-4225
ORD-10943,2023-02-25,Muebles,Escritorio Ejecutivo,PROD-616,Distribuidor,Oeste,375.24,308.11,0.1,5,1876.22,CLI-8798
ORD-15547,22/08/2024,Tecnología,Mouse Logitech,PROD-401,Tienda Física,Sur,638.61,506.31,0.1,2,1277.22,CLI-7554
ORD-10549,31/07/2024,Tecnología,Monitor LG,PROD-852,Online,Norte,$162.42,135.41,0.05,2,324.84,CLI-2604
ORD-19304,03/05/2023,Oficina,Grapadora,PROD-943,Tienda Física,Norte,29.59,73.24,0.15,1,29.59,CLI-7548
ORD-59907,04-05-2023,Muebles,Escritorio Ejecutivo,PROD-444,Online,Sur,127.5,407.72,0.05,3,382.51,CLI-8494
ORD-21966,2024-06-12,Muebles,Archivador Metálico,PROD-670,Distribuidor,Sur,453.93,653.61,0.1,3,1361.79,
ORD-51929,13/03/2022,Tecnología,Monitor LG,PROD-884,Online,Oeste,373.66,607.55,0.0,1,373.66,CLI-8758
ORD-43174,07-18-2024,Muebles,Escritorio Ejecutivo,PROD-843,Mayorista,Este,1243.84,700.81,0.15,1,1243.84,CLI-3906
ORD-42775,09-11-2024,Muebles,Mesa Reuniones,PROD-706,Distribuidor,Centro,$161.73,265.97,0.05,2,323.46,CLI-1719
ORD-21448,05/04/2022,Tecnología,Webcam HD,PROD-234,Tienda Física,Norte,158.15,324.36,0.05,1,158.15,CLI-2411
ORD-16301,2022-08-12,Oficina,Bolígrafos,PROD-305,Online,Sur,$9.34,15.0,0.0,2,18.67,CLI-7012
ORD-56665,11-12-2022,Muebles,Estantería,PROD-360,Online,Centro,205.98,427.95,0.15,2,411.97,CLI-1694
ORD-63864,2024-08-30,Tecnología,Teclado Mecánico,PROD-224,Distribuidor,Este,270.75,412.51,0.05,3,812.26,CLI-6711
ORD-40288,2023-11-30,Muebles,Archivador Metálico,PROD-419,Tienda Física,Norte,178.19,657.64,0.0,5,890.96,CLI-9801
ORD-88436,02-05-2024,Oficina,Calculadora,PROD-834,Online,Este,$13.75,40.86,0.2,5,68.76,CLI-2403
ORD-49132,2023-12-16,Oficina,Papel A4,PROD-429,Online,Este,49.24,81.77,0.15,3,147.72,CLI-4436
ORD-41319,03-20-2023,Muebles,Mesa Reuniones,PROD-761,Online,Este,745.21,619.59,0.2,3,2235.62,CLI-1640
ORD-74094,2022-02-23,Tecnología,Monitor LG,PROD-235,Distribuidor,Oeste,220.5,493.61,0.2,4,881.99,CLI-7986
ORD-32723,25/06/2022,Oficina,Papel A4,PROD-540,Mayorista,Este,353.98,56.3,0.2,3,1061.95,
ORD-54812,03-29-2022,Oficina,Grapadora,PROD-643,Mayorista,Este,39.04,47.18,0.0,4,156.17,CLI-1056
ORD-38352,17/12/2022,Muebles,Silla Ergonómica,PROD-178,Mayorista,Centro,219.38,303.84,0.15,2,438.76,CLI-4076
ORD-63468,11-17-2023,Muebles,Silla Ergonómica,PROD-142,Online,Centro,$81.92,307.4,0.15,1,81.92,CLI-2526
ORD-48617,2022-07-14,Tecnología,Monitor LG,PROD-605,Online,Oeste,453.18,736.8,0.0,2,906.37,CLI-4651
ORD-96738,07-17-2022,Muebles,Estantería,PROD-736,Distribuidor,Oeste,118.06,185.13,0.2,1,118.06,CLI-6916
ORD-53880,2024-11-26,Tecnología,Teclado Mecánico,PROD-578,Online,Sur,195.02,556.02,0.2,5,975.1,CLI-3865
ORD-74102,15/12/2022,Muebles,Silla Ergonómica,PROD-734,Tienda Física,Norte,242.1,515.49,0.15,5,1210.5,
ORD-81741,2024-10-28,Oficina,Carpetas,PROD-752,Tienda Física,Norte,50.14,64.37,0.1,5,250.72,CLI-2964
ORD-61098,2024-07-16,Tecnología,Webcam HD,PROD-429,Mayorista,Sur,474.99,674.84,0.2,4,1899.95,CLI-5954
ORD-33907,2024-09-22,Oficina,Calculadora,PROD-508,Distribuidor,Sur,42.76,59.79,0.05,2,85.52,CLI-9054
ORD-41347,2023-11-16,Oficina,Bolígrafos,PROD-898,Tienda Física,Centro,13.59,58.33,0.2,1,13.59,CLI-6200
ORD-87661,23/12/2022,Oficina,Papel A4,PROD-808,Distribuidor,Norte,37.81,65.81,0.2,4,151.23,CLI-2172
ORD-88840,2022-10-26,Muebles,Estantería,PROD-479,Distribuidor,Este,209.82,641.26,0.0,2,419.63,CLI-8778
ORD-97236,2023-10-04,Tecnología,Laptop Dell,PROD-174,Distribuidor,Sur,$394.07,742.85,0.05,5,1970.33,CLI-4097
ORD-86147,2024-02-20,Tecnología,Teclado Mecánico,PROD-411,Online,Oeste,135.65,376.46,0.05,4,542.61,CLI-4651
ORD-35700,2023-07-30,Muebles,Escritorio Ejecutivo,PROD-739,Mayorista,Norte,257.59,446.68,0.1,1,257.59,CLI-3254
ORD-27851,01-21-2022,Muebles,Archivador Metálico,PROD-910,Tienda Física,Centro,112.0,301.93,0.1,2,224.0,CLI-1352
ORD-47484,21/02/2024,Oficina,Carpetas,PROD-729,Distribuidor,Oeste,12.88,48.01,0.0,3,38.64,CLI-6916
ORD-84326,07/09/2022,Tecnología,Mouse Logitech,PROD-790,Distribuidor,Oeste,855.65,765.34,0.05,2,1711.3,CLI-4496
ORD-11626,2023-07-07,Muebles,Silla Ergonómica,PROD-401,Online,Sur,320.57,193.89,0.2,4,1282.28,CLI-2795
ORD-97315,06-27-2024,Oficina,Calculadora,PROD-518,Distribuidor,Sur,72.5,72.06,0.2,4,290.01,CLI-6944
ORD-78735,2023-01-20,Tecnología,Mouse Logitech,PROD-234,Distribuidor,Oeste,161.75,401.23,0.05,1,161.75,CLI-3754
ORD-49377,2022-07-16,Oficina,Bolígrafos,PROD-680,Distribuidor,Sur,$14.34,22.37,0.2,5,71.71,CLI-5017
ORD-71543,2023-05-04,Tecnología,Mouse Logitech,PROD-321,Online,Este,949.75,824.57,0.05,1,949.75,CLI-3927
ORD-97766,10/10/2023,Tecnología,Teclado Mecánico,PROD-988,Mayorista,Este,323.43,803.91,0.15,1,323.43,CLI-5204
ORD-46714,2024-02-17,Oficina,Carpetas,PROD-936,Online,Centro,14.34,29.04,0.05,4,57.35,CLI-4370
ORD-43872,2022-01-30,Oficina,Calculadora,PROD-431,Mayorista,Sur,11.67,26.85,0.2,4,46.69,CLI-4489
ORD-19267,09-15-2022,Tecnología,Mouse Logitech,PROD-737,Online,Oeste,260.54,768.41,,5,1302.71,CLI-8778
ORD-88301,2023-12-16,Tecnología,Mouse Logitech,PROD-479,Tienda Física,Este,432.12,689.01,0.15,2,864.24,CLI-6371
ORD-19263,2023-02-12,Tecnología,Teclado Mecánico,PROD-380,Online,Centro,264.14,717.48,0.05,4,1056.58,CLI-9387
ORD-66525,2023-12-29,Muebles,Escritorio Ejecutivo,PROD-906,Mayorista,Centro,107.6,237.97,0.15,2,215.19,CLI-1151
ORD-27909,2023-06-28,Muebles,Silla Ergonómica,PROD-106,Mayorista,Oeste,133.93,446.62,0.05,5,669.63,CLI-9418
ORD-14694,2024-12-01,Muebles,Silla Ergonómica,PROD-728,Online,Centro,109.92,307.41,0.15,2,219.85,CLI-5758
ORD-43693,21/11/2022,Muebles,Estantería,PROD-528,Tienda Física,Norte,$502.11,746.92,0.0,3,1506.32,CLI-9418
ORD-93124,12/03/2024,Tecnología,Webcam HD,PROD-972,Mayorista,Oeste,181.91,501.41,0.0,3,545.74,CLI-1618
ORD-97844,2022-02-22,Muebles,Silla Ergonómica,PROD-273,Tienda Física,Sur,288.56,642.38,0.1,1,288.56,CLI-1653
ORD-78402,11-24-2024,Tecnología,Webcam HD,PROD-302,Distribuidor,Norte,137.93,309.88,0.1,2,275.86,CLI-9854
ORD-82570,2022-08-15,Oficina,Carpetas,PROD-738,Distribuidor,Sur,$20.28,52.88,0.05,2,40.56,CLI-8758
ORD-12522,11-14-2024,Muebles,Mesa Reuniones,PROD-281,Online,Oeste,304.8,828.71,0.0,4,1219.2,CLI-6595
ORD-25863,2024-05-01,Oficina,Calculadora,PROD-969,Online,Norte,14.44,24.98,0.2,4,57.75,CLI-2373
ORD-97401,2024-10-18,Muebles,Mesa Reuniones,PROD-264,Distribuidor,Centro,422.03,476.1,0.2,3,-1266.09,CLI-2649
ORD-59013,2024-07-03,Oficina,Carpetas,PROD-455,Mayorista,Norte,$58.74,66.45,0.1,5,293.7,CLI-4461
ORD-67208,10-08-2024,Oficina,Papel A4,PROD-448,Tienda Física,Sur,$24.11,50.09,0.2,2,48.22,CLI-1599
ORD-87957,11/06/2022,Muebles,Silla Ergonómica,PROD-624,Tienda Física,Este,895.15,566.44,0.1,3,2685.46,CLI-4714
ORD-74376,17/04/2022,Muebles,Mesa Reuniones,PROD-663,Mayorista,Centro,$202.79,428.81,0.15,5,1013.96,CLI-2696
ORD-61889,13/01/2023,Muebles,Estantería,PROD-469,Distribuidor,Centro,206.06,458.09,0.2,4,824.23,CLI-6395
ORD-21884,2023-03-02,Oficina,Bolígrafos,PROD-912,Mayorista,Norte,32.84,64.99,0.2,2,65.67,CLI-3471
ORD-57005,12-10-2022,Tecnología,Mouse Logitech,PROD-741,Tienda Física,Sur,168.12,414.62,,5,840.6,CLI-2062
ORD-41490,2022-07-26,Tecnología,Laptop Dell,PROD-983,Mayorista,Este,305.27,634.79,0.1,5,1526.34,CLI-9268
ORD-47759,08-18-2022,Muebles,Silla Ergonómica,PROD-509,Mayorista,Centro,349.19,578.63,0.2,4,1396.75,CLI-6374
ORD-90462,2022-10-04,Muebles,Escritorio Ejecutivo,PROD-520,Tienda Física,Sur,130.76,635.27,0.05,4,523.05,CLI-9202
ORD-49844,2023-03-17,Tecnología,Monitor LG,PROD-590,Mayorista,Centro,126.4,306.69,0.2,1,126.4,CLI-7408
ORD-83893,08-20-2023,Tecnología,Monitor LG,PROD-674,Tienda Física,Oeste,384.17,513.4,0.2,3,1152.52,CLI-8937
ORD-38748,2022-02-19,Tecnología,Laptop Dell,PROD-427,Mayorista,Centro,381.22,174.61,0.0,5,1906.11,CLI-3865
ORD-48436,13/06/2024,Tecnología,Webcam HD,PROD-838,Online,Oeste,352.27,556.18,0.2,3,1056.82,
ORD-42129,2022-04-23,Oficina,Bolígrafos,PROD-576,Tienda Física,Oeste,22.81,30.02,0.1,5,114.05,CLI-9959
ORD-43967,09-27-2023,Tecnología,Monitor LG,PROD-297,Mayorista,Oeste,178.18,638.06,0.2,4,712.74,CLI-9502
ORD-88415,2024-01-04,Tecnología,Webcam HD,PROD-561,Tienda Física,Sur,443.75,584.77,0.1,1,443.75,CLI-1056
ORD-58215,01/09/2024,Tecnología,Mouse Logitech,PROD-799,Tienda Física,Sur,260.41,403.61,0.2,1,260.41,CLI-4893
ORD-94211,05/11/2023,Muebles,Escritorio Ejecutivo,PROD-634,Online,Este,408.16,567.97,0.2,3,1224.47,CLI-6304
ORD-29958,2023-07-31,Oficina,Bolígrafos,PROD-211,Online,Centro,6.45,14.02,0.2,4,25.8,CLI-4893
ORD-60486,2023-04-17,Tecnología,Mouse Logitech,PROD-888,Mayorista,Centro,411.18,557.36,0.05,4,1644.74,CLI-2413
ORD-64993,17/04/2022,Muebles,Estantería,PROD-960,Tienda Física,Sur,188.22,430.5,,3,564.67,CLI-7996
ORD-58357,2023-05-24,Tecnología,Laptop Dell,PROD-240,Distribuidor,Este,$467.23,750.27,0.1,1,467.23,CLI-2809
ORD-52904,2024-02-05,Tecnología,Webcam HD,PROD-617,Distribuidor,Este,116.18,343.91,0.15,5,580.9,CLI-2801
ORD-11353,08/03/2023,Tecnología,Laptop Dell,PROD-264,Mayorista,Oeste,720.53,731.07,0.05,1,720.53,CLI-6871
ORD-68895,25/02/2022,Tecnología,Teclado Mecánico,PROD-105,Mayorista,Oeste,187.11,238.53,0.05,1,187.11,CLI-7012
ORD-56557,2023-07-21,Muebles,Estantería,PROD-396,Online,Norte,375.6,341.71,0.15,4,1502.42,CLI-4927
ORD-72832,2024-10-17,Oficina,Papel A4,PROD-843,Distribuidor,Centro,$20.07,61.79,0.0,5,100.36,CLI-2634
ORD-92873,12/05/2024,Tecnología,Mouse Logitech,PROD-209,Online,Centro,357.97,308.15,,1,357.97,CLI-2892
ORD-50165,2023-03-22,Tecnología,Mouse Logitech,PROD-178,Mayorista,Este,$223.04,668.39,0.0,4,892.18,CLI-5174
ORD-68874,17/11/2024,Tecnología,Webcam HD,PROD-765,Online,Centro,189.37,494.54,0.15,4,757.47,CLI-8962
ORD-21492,2024-10-06,Tecnología,Monitor LG,PROD-572,Online,Centro,$573.46,513.38,0.0,5,2867.31,CLI-9351
ORD-79713,2022-10-16,Muebles,Archivador Metálico,PROD-565,Online,Oeste,236.94,715.8,0.15,2,473.87,CLI-9074
ORD-10034,2022-05-24,Oficina,Calculadora,PROD-512,Distribuidor,Norte,$43.91,88.82,,2,87.82,CLI-6785
ORD-95951,2022-06-30,Muebles,Archivador Metálico,PROD-503,Tienda Física,Norte,486.56,278.07,0.0,5,2432.82,CLI-2274
ORD-41683,2023-06-02,Oficina,Carpetas,PROD-308,Tienda Física,Norte,54.27,43.32,0.1,2,108.54,CLI-7910
